id,tract_fips,description,dominant_race,income,income_bucket,pct_white,pct_black,pct_hispanic,pct_asian,vacancy_rate,amenity_bucket,city,description_version,centroid_lat,centroid_lon
11,13121002802,"Neighborhood 13121002802 is an urban neighborhood. The population is approximately 1,715 residents. The largest racial group is Black at 54.0%, with a notable Asian population at 21.4%. The median household income is $16,658. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,16658,low,18.892128279883384,53.99416909620991,2.857142857142857,21.399416909620992,0.1940639269406392,commercial_mixed,Atlanta,real_data_v1,33.75689237582668,-84.38010743620872
12,13121006701,"Neighborhood 13121006701 is an urban neighborhood. The population is approximately 2,816 residents. Approximately 94.5% of residents identify as Black. The median household income is $27,946. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,27946,low,3.551136363636364,94.53125,1.8465909090909087,0.0,0.0644490644490644,commercial_mixed,Atlanta,real_data_v1,33.71177799681325,-84.39755191101844
13,13121011902,"Neighborhood 13121011902 is an urban neighborhood. The population is approximately 1,263 residents. The largest racial group is Black at 51.5%, with a notable White population at 37.9%. The median household income is $-666,666,666. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,-666666666,low,37.92557403008709,51.54394299287412,5.938242280285035,0.9501187648456058,0.0547785547785547,commercial_mixed,Atlanta,real_data_v1,33.75250414036173,-84.37238732151171
14,13121002500,"Neighborhood 13121002500 is an urban neighborhood. The population is approximately 3,123 residents. Approximately 84.6% of residents identify as Black. The median household income is $32,042. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,32042,low,8.133205251360872,84.59814281139928,5.539545308997758,1.3768812039705411,0.1217901687454145,commercial_mixed,Atlanta,real_data_v1,33.75907447096278,-84.41266127014937
15,13121007808,"Neighborhood 13121007808 is an urban neighborhood. The population is approximately 3,278 residents. Approximately 88.5% of residents identify as Black. The median household income is $15,625. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,15625,low,0.2440512507626601,88.52959121415496,11.226357535082366,0.0,0.274738783036263,commercial_mixed,Atlanta,real_data_v1,33.751632992599305,-84.49986286073086
16,13121005700,"Neighborhood 13121005700 is an urban neighborhood. The population is approximately 1,248 residents. Approximately 95.0% of residents identify as Black. The median household income is $40,652. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,40652,low,2.8846153846153846,94.95192307692308,0.0,0.0,0.2144638403990025,commercial_mixed,Atlanta,real_data_v1,33.73214705842482,-84.40382320454052
17,13121004200,"Neighborhood 13121004200 is an urban neighborhood. The population is approximately 2,274 residents. Approximately 90.8% of residents identify as Black. The median household income is $24,464. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,24464,low,8.795074758135444,90.80914687774846,1.2313104661389622,0.0,0.0416107382550335,commercial_mixed,Atlanta,real_data_v1,33.73903746317106,-84.41823676520734
18,13121007602,"Neighborhood 13121007602 is an urban neighborhood. The population is approximately 2,828 residents. Approximately 93.0% of residents identify as Black. The median household income is $45,028. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",black,45028,low,5.2687411598302685,93.03394625176804,0.0,0.0,0.037037037037037,community_rich,Atlanta,real_data_v1,33.71090111673658,-84.46215460177504
19,13121003800,"Neighborhood 13121003800 is an urban neighborhood. The population is approximately 3,911 residents. The largest racial group is Black at 51.0%, with a notable White population at 24.3%. The median household income is $40,640. The housing stock includes many vacant or abandoned properties. The area has many parks, schools, groceries, and local dining options.",black,40640,low,24.3416006136538,50.98440296599335,10.508821273331629,12.886729736640245,0.3048433048433048,community_rich,Atlanta,real_data_v1,33.75082857994083,-84.41202298779582
20,13121008103,"Neighborhood 13121008103 is an urban neighborhood. The population is approximately 3,498 residents. Approximately 83.2% of residents identify as Black. The median household income is $32,908. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,32908,low,0.0,83.16180674671241,13.893653516295029,0.0,0.176759410801964,commercial_mixed,Atlanta,real_data_v1,33.74881707746172,-84.48290302315044
21,13121002600,"Neighborhood 13121002600 is an urban neighborhood. The population is approximately 1,071 residents. Approximately 88.5% of residents identify as Black. The median household income is $34,688. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,34688,low,5.322128851540616,88.51540616246498,0.6535947712418301,2.427637721755369,0.1150943396226415,commercial_mixed,Atlanta,real_data_v1,33.75879374778416,-84.40262852074929
22,13121008301,"Neighborhood 13121008301 is an urban neighborhood. The population is approximately 2,997 residents. Approximately 79.0% of residents identify as Black. The median household income is $31,543. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,31543,low,13.04637971304638,78.97897897897897,12.112112112112111,0.0,0.2979387882573391,commercial_mixed,Atlanta,real_data_v1,33.76422587983178,-84.45886166278677
23,13121007400,"Neighborhood 13121007400 is an urban neighborhood. The population is approximately 3,173 residents. Approximately 67.7% of residents identify as Black. The median household income is $29,162. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,29162,low,12.03907973526631,67.66467065868264,23.258745666561616,0.5988023952095809,0.2661516853932584,commercial_mixed,Atlanta,real_data_v1,33.67892006944095,-84.40711233135816
24,13121010532,"Neighborhood 13121010532 is an urban neighborhood. The population is approximately 3,007 residents. Approximately 91.4% of residents identify as Black. The median household income is $42,731. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,42731,low,0.033255736614566,91.35350848021284,6.651147322913202,0.0,0.1234848484848484,commercial_mixed,Atlanta,real_data_v1,33.56845523058166,-84.50811843175511
25,13121008000,"Neighborhood 13121008000 is an urban neighborhood. The population is approximately 5,628 residents. Approximately 84.6% of residents identify as Black. The median household income is $45,734. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,45734,low,7.231698649609097,84.64818763326227,1.5103056147832268,0.0177683013503909,0.0887096774193548,commercial_mixed,Atlanta,real_data_v1,33.72453215094868,-84.45558214291503
26,13121011802,"Neighborhood 13121011802 is an urban neighborhood. The population is approximately 1,447 residents. Approximately 76.8% of residents identify as Black. The median household income is $38,250. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,38250,low,18.382861091914304,76.77954388389772,0.8984105044920525,0.0,0.3473053892215569,commercial_mixed,Atlanta,real_data_v1,33.768531147483415,-84.40660136145496
27,13121006400,"Neighborhood 13121006400 is an urban neighborhood. The population is approximately 772 residents. The largest racial group is Black at 44.7%, with a notable White population at 34.3%. The median household income is $45,781. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,45781,low,34.32642487046632,44.689119170984455,22.66839378238342,0.0,0.0861244019138756,commercial_mixed,Atlanta,real_data_v1,33.71881550354385,-84.37357905657396
28,13121004300,"Neighborhood 13121004300 is an urban neighborhood. The population is approximately 2,447 residents. Approximately 61.7% of residents identify as Black. The median household income is $-666,666,666. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,-666666666,low,24.029423784225585,61.70821413976297,2.98324478953821,8.5002043318349,0.055813953488372,commercial_mixed,Atlanta,real_data_v1,33.74530425859835,-84.40916286791347
29,13121006602,"Neighborhood 13121006602 is an urban neighborhood. The population is approximately 829 residents. Approximately 96.0% of residents identify as Black. The median household income is $21,346. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,21346,low,1.930036188178528,96.0193003618818,0.0,0.0,0.30078125,commercial_mixed,Atlanta,real_data_v1,33.71862632573665,-84.42866818235925
30,13121007711,"Neighborhood 13121007711 is an urban neighborhood. The population is approximately 3,037 residents. Approximately 97.9% of residents identify as Black. The median household income is $39,450. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,39450,low,2.074415541652947,97.92558445834705,0.0,0.0,0.0,commercial_mixed,Atlanta,real_data_v1,33.68257505894315,-84.5074092728679
31,13121008203,"Neighborhood 13121008203 is an urban neighborhood. The population is approximately 2,535 residents. Approximately 96.8% of residents identify as Black. The median household income is $22,088. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,22088,low,3.2347140039447733,96.76528599605524,0.0,0.0,0.1051862673484295,commercial_mixed,Atlanta,real_data_v1,33.7754826529744,-84.48298385196868
32,13121007500,"Neighborhood 13121007500 is an urban neighborhood. The population is approximately 3,072 residents. Approximately 84.7% of residents identify as Black. The median household income is $21,926. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,21926,low,10.25390625,84.70052083333334,10.319010416666668,1.5299479166666663,0.1714119697850087,commercial_mixed,Atlanta,real_data_v1,33.69509066757493,-84.4116907853215
33,13121004800,"Neighborhood 13121004800 is an urban neighborhood. The population is approximately 1,347 residents. Approximately 74.2% of residents identify as Black. The median household income is $17,279. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,17279,low,16.70378619153675,74.16481069042317,1.33630289532294,1.11358574610245,0.0601503759398496,commercial_mixed,Atlanta,real_data_v1,33.74443514739969,-84.38399502579368
34,13121001801,"Neighborhood 13121001801 is an urban neighborhood. The population is approximately 2,412 residents. The largest racial group is Black at 52.1%, with a notable White population at 37.7%. The median household income is $34,219. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,34219,low,37.6865671641791,52.072968490878935,6.7164179104477615,2.404643449419569,0.0,commercial_mixed,Atlanta,real_data_v1,33.76914218558526,-84.37724969678486
35,13121011000,"Neighborhood 13121011000 is an urban neighborhood. The population is approximately 2,711 residents. The largest racial group is Black at 47.1%, with a notable Hispanic population at 41.2%. The median household income is $45,685. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,45685,low,22.31648838067134,47.06750276650683,41.23939505717447,0.0,0.215670436187399,commercial_mixed,Atlanta,real_data_v1,33.67427629400947,-84.42700533870145
36,13121007603,"Neighborhood 13121007603 is an urban neighborhood. The population is approximately 3,454 residents. Approximately 94.1% of residents identify as Black. The median household income is $22,250. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,22250,low,3.0978575564562827,94.09380428488709,0.6948465547191662,0.0,0.1148369315571888,commercial_mixed,Atlanta,real_data_v1,33.70651558046922,-84.44037242417785
37,13121007807,"Neighborhood 13121007807 is an urban neighborhood. The population is approximately 3,916 residents. Approximately 95.6% of residents identify as Black. The median household income is $39,668. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,39668,low,1.787538304392237,95.58222676200204,0.0,0.0,0.2144559173947577,commercial_mixed,Atlanta,real_data_v1,33.76245064233238,-84.49686208221883
38,13121008601,"Neighborhood 13121008601 is an urban neighborhood. The population is approximately 5,555 residents. Approximately 96.5% of residents identify as Black. The median household income is $32,768. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,32768,low,3.186318631863186,96.5076507650765,0.972097209720972,0.27002700270027,0.1329572925060435,commercial_mixed,Atlanta,real_data_v1,33.781471070552975,-84.46619874908019
39,13121010508,"Neighborhood 13121010508 is an urban neighborhood. The population is approximately 4,267 residents. Approximately 94.6% of residents identify as Black. The median household income is $56,182. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,56182,lower_middle,2.2498242324818376,94.56292477150222,3.2106866651042885,0.2577923599718771,0.052807486631016,commercial_mixed,Atlanta,real_data_v1,33.59198595661641,-84.476178392487
40,13121007710,"Neighborhood 13121007710 is an urban neighborhood. The population is approximately 2,988 residents. Approximately 100.0% of residents identify as Black. The median household income is $52,657. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,52657,lower_middle,0.0,100.0,0.0,0.0,0.0860335195530726,commercial_mixed,Atlanta,real_data_v1,33.67450447861817,-84.52867759280788
41,13121006200,"Neighborhood 13121006200 is an urban neighborhood. The population is approximately 1,509 residents. Approximately 72.8% of residents identify as Black. The median household income is $60,750. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,60750,lower_middle,10.801855533465872,72.76341948310139,5.7654075546719685,0.7952286282306162,0.202113606340819,commercial_mixed,Atlanta,real_data_v1,33.72849183435468,-84.42171106527914
42,13121010519,"Neighborhood 13121010519 is an urban neighborhood. The population is approximately 3,605 residents. Approximately 77.3% of residents identify as Black. The median household income is $61,111. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,61111,lower_middle,13.9251040221914,77.28155339805825,9.26490984743412,0.0,0.0,commercial_mixed,Atlanta,real_data_v1,33.559555308306834,-84.5914538352863
43,13121005504,"Neighborhood 13121005504 is an urban neighborhood. The population is approximately 1,344 residents. Approximately 83.3% of residents identify as Black. The median household income is $51,534. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,51534,lower_middle,16.145833333333336,83.33333333333334,0.2232142857142857,0.0,0.0884244372990353,commercial_mixed,Atlanta,real_data_v1,33.71861399977106,-84.38472271113714
44,13121012300,"Neighborhood 13121012300 is an urban neighborhood. The population is approximately 2,400 residents. The largest racial group is Black at 49.0%, with a notable White population at 35.2%. The median household income is $59,914. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,59914,lower_middle,35.25,49.0,7.249999999999999,6.5,0.1747110808973487,commercial_mixed,Atlanta,real_data_v1,33.66131820539832,-84.43953438492868
45,13121008204,"Neighborhood 13121008204 is an urban neighborhood. The population is approximately 2,763 residents. Approximately 93.8% of residents identify as Black. The median household income is $47,771. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,47771,lower_middle,0.579080709373869,93.77488237423093,0.0,0.5066956207021354,0.1242603550295858,commercial_mixed,Atlanta,real_data_v1,33.76645912336873,-84.48230842634611
46,13121011310,"Neighborhood 13121011310 is an urban neighborhood. The population is approximately 5,434 residents. Approximately 82.2% of residents identify as Black. The median household income is $51,408. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,51408,lower_middle,9.182922340817075,82.20463746779537,11.152005888847995,1.214574898785425,0.0933153880663974,commercial_mixed,Atlanta,real_data_v1,33.668220825728845,-84.47054828758748
47,13121010523,"Neighborhood 13121010523 is an urban neighborhood. The population is approximately 1,485 residents. Approximately 76.9% of residents identify as Black. The median household income is $55,320. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,55320,lower_middle,4.30976430976431,76.9023569023569,12.053872053872054,0.0,0.0882852292020373,commercial_mixed,Atlanta,real_data_v1,33.59407132333112,-84.53688901707034
48,13121006000,"Neighborhood 13121006000 is an urban neighborhood. The population is approximately 3,408 residents. Approximately 77.6% of residents identify as Black. The median household income is $58,935. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,58935,lower_middle,16.81338028169014,77.64084507042254,4.196009389671362,0.7922535211267605,0.1503229594832648,commercial_mixed,Atlanta,real_data_v1,33.737942850678145,-84.43903515844228
49,13121010520,"Neighborhood 13121010520 is an urban neighborhood. The population is approximately 6,805 residents. Approximately 91.6% of residents identify as Black. The median household income is $64,916. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,64916,lower_middle,7.03894195444526,91.60911094783248,0.2057310800881704,0.5143277002204262,0.0572219658514074,commercial_mixed,Atlanta,real_data_v1,33.56080143759228,-84.62577681945619
50,13121007703,"Neighborhood 13121007703 is an urban neighborhood. The population is approximately 3,459 residents. Approximately 94.9% of residents identify as Black. The median household income is $56,063. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,56063,lower_middle,1.2720439433362245,94.88291413703382,1.1853136744723909,1.0985834056085573,0.0869829683698296,commercial_mixed,Atlanta,real_data_v1,33.7032706701281,-84.50725057321789
51,13121007810,"Neighborhood 13121007810 is an urban neighborhood. The population is approximately 4,239 residents. Approximately 89.5% of residents identify as Black. The median household income is $53,887. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,53887,lower_middle,1.509790044821892,89.4550601556971,5.991979240386884,0.0,0.0965065502183406,commercial_mixed,Atlanta,real_data_v1,33.713102368720065,-84.52174206244617
52,13121006702,"Neighborhood 13121006702 is an urban neighborhood. The population is approximately 1,744 residents. Approximately 82.2% of residents identify as Black. The median household income is $55,282. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,55282,lower_middle,6.25,82.22477064220183,0.4587155963302752,0.6880733944954129,0.1970731707317073,commercial_mixed,Atlanta,real_data_v1,33.705678419693214,-84.38918819389562
53,13121007806,"Neighborhood 13121007806 is an urban neighborhood. The population is approximately 5,770 residents. Approximately 91.4% of residents identify as Black. The median household income is $49,652. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,49652,lower_middle,0.537261698440208,91.43847487001732,3.0849220103986137,0.0,0.0747103475829005,commercial_mixed,Atlanta,real_data_v1,33.746206855694524,-84.51544992091247
54,13121010530,"Neighborhood 13121010530 is an urban neighborhood. The population is approximately 3,643 residents. Approximately 91.0% of residents identify as Black. The median household income is $54,726. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,54726,lower_middle,1.2077957727147954,91.02388141641504,0.0,0.0,0.0224877020379479,commercial_mixed,Atlanta,real_data_v1,33.62659880564351,-84.5142435992482
55,13121007809,"Neighborhood 13121007809 is an urban neighborhood. The population is approximately 5,009 residents. Approximately 96.5% of residents identify as Black. The median household income is $61,958. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,61958,lower_middle,0.0199640646835695,96.4663605510082,0.7586344579756438,0.0,0.0596064814814814,commercial_mixed,Atlanta,real_data_v1,33.70944565400171,-84.53730160083254
56,13121010603,"Neighborhood 13121010603 is an urban neighborhood. The population is approximately 3,756 residents. Approximately 94.6% of residents identify as Black. The median household income is $47,226. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,47226,lower_middle,0.931842385516507,94.56869009584663,0.0,0.0,0.1738861386138613,commercial_mixed,Atlanta,real_data_v1,33.64559732005495,-84.46874174594608
57,13121010601,"Neighborhood 13121010601 is an urban neighborhood. The population is approximately 3,313 residents. Approximately 64.3% of residents identify as Black. The median household income is $62,671. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,62671,lower_middle,29.39933594929068,64.2619981889526,7.455478418351946,0.2414729852097796,0.1180919139034322,commercial_mixed,Atlanta,real_data_v1,33.66103334195783,-84.45727571569354
58,13121001901,"Neighborhood 13121001901 is an urban neighborhood. The population is approximately 3,862 residents. The largest racial group is Black at 42.4%, with a notable White population at 32.1%. The median household income is $56,204. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",black,56204,lower_middle,32.055929570170896,42.3873640600725,8.544795442775763,18.850336613153807,0.0364372469635627,community_rich,Atlanta,real_data_v1,33.768100371113206,-84.39129052070277
59,13121010521,"Neighborhood 13121010521 is an urban neighborhood. The population is approximately 1,886 residents. Approximately 89.6% of residents identify as Black. The median household income is $49,245. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,49245,lower_middle,4.08271474019088,89.55461293743372,4.984093319194061,0.0,0.1542168674698795,commercial_mixed,Atlanta,real_data_v1,33.60823039101542,-84.46499162124644
60,13121005800,"Neighborhood 13121005800 is an urban neighborhood. The population is approximately 1,208 residents. The neighborhood is racially diverse with no single majority group — Black (35.4%), White (30.7%), Hispanic (18.8%). The median household income is $64,917. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,64917,lower_middle,30.71192052980132,35.430463576158935,18.79139072847682,15.562913907284766,0.1885714285714285,commercial_mixed,Atlanta,real_data_v1,33.73186134923412,-84.41059843437542
61,13121007200,"Neighborhood 13121007200 is an urban neighborhood. The population is approximately 1,833 residents. Approximately 80.0% of residents identify as Black. The median household income is $53,125. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,53125,lower_middle,5.946535733769776,79.97817785051828,10.911074740861974,0.436442989634479,0.2151767151767152,commercial_mixed,Atlanta,real_data_v1,33.65994667080495,-84.36673804537143
62,13121002100,"Neighborhood 13121002100 is an urban neighborhood. The population is approximately 2,578 residents. Approximately 64.8% of residents identify as Black. The median household income is $63,455. Most housing units are occupied. The area has many parks, schools, groceries, and local dining options.",black,63455,lower_middle,23.933281613654,64.77889837083009,1.978277734678045,7.564003103180761,0.113790970933828,community_rich,Atlanta,real_data_v1,33.765462726661426,-84.3947215667436
63,13121010524,"Neighborhood 13121010524 is an urban neighborhood. The population is approximately 4,063 residents. Approximately 95.2% of residents identify as Black. The median household income is $50,000. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,50000,lower_middle,1.944376076790549,95.20059069652966,1.1321683485109524,0.0,0.0785619174434087,commercial_mixed,Atlanta,real_data_v1,33.578151670686104,-84.5409659293183
64,13121011100,"Neighborhood 13121011100 is an urban neighborhood. The population is approximately 2,443 residents. The largest racial group is Black at 49.4%, with a notable White population at 41.4%. The median household income is $77,208. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,77208,middle,41.38354482194024,49.44740073679902,5.239459680720426,2.94719607040524,0.1337126600284495,commercial_mixed,Atlanta,real_data_v1,33.68808068712288,-84.42722150772597
65,13121010124,"Neighborhood 13121010124 is an urban neighborhood. The population is approximately 2,340 residents. Approximately 69.9% of residents identify as Black. The median household income is $82,743. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,82743,middle,24.487179487179485,69.87179487179486,20.384615384615383,0.0,0.1015503875968992,commercial_mixed,Atlanta,real_data_v1,33.99476171722823,-84.34159344706606
66,13121010534,"Neighborhood 13121010534 is an urban neighborhood. The population is approximately 3,526 residents. Approximately 62.7% of residents identify as Black. The median household income is $68,889. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,68889,middle,31.16846284741917,62.705615428247306,9.273964832671584,1.3045944412932502,0.0131503716409376,commercial_mixed,Atlanta,real_data_v1,33.53096085118184,-84.5899309828457
67,13121010213,"Neighborhood 13121010213 is an urban neighborhood. The population is approximately 883 residents. The largest racial group is Black at 54.0%, with a notable White population at 30.4%. The median household income is $70,160. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,70160,middle,30.35107587768969,54.02038505096263,5.549263873159683,14.949037372593432,0.0253968253968253,commercial_mixed,Atlanta,real_data_v1,33.965954934971336,-84.37250565867447
68,13121007707,"Neighborhood 13121007707 is an urban neighborhood. The population is approximately 1,931 residents. Approximately 89.4% of residents identify as Black. The median household income is $70,387. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,70387,middle,3.469704816157431,89.3837389953392,7.146556188503367,0.0,0.0649953574744661,commercial_mixed,Atlanta,real_data_v1,33.70569461810569,-84.49428894234568
69,13121007708,"Neighborhood 13121007708 is an urban neighborhood. The population is approximately 3,152 residents. Approximately 98.0% of residents identify as Black. The median household income is $69,799. The housing stock includes many vacant or abandoned properties. The area has a mixed commercial profile with both services and everyday retail options.",black,69799,middle,1.9352791878172588,97.96954314720811,0.0,0.0,0.1511412708204811,commercial_mixed,Atlanta,real_data_v1,33.70994096409024,-84.48177593047328
70,13121011301,"Neighborhood 13121011301 is an urban neighborhood. The population is approximately 4,951 residents. Approximately 79.6% of residents identify as Black. The median household income is $78,880. Most housing units are occupied. The area has a mixed commercial profile with both services and everyday retail options.",black,78880,middle,10.19995960412038,79.57988285194911,9.25065643304383,0.0807917592405574,0.0982630272952853,commercial_mixed,Atlanta,real_data_v1,33.68747861984026,-84.47131922773889
