tract_fips,error
13121007603,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121005800,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121007200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121007710,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010524,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010213,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121007707,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121007708,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011301,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009406,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010537,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001802,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121004000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010125,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010521,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009409,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121008702,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001902,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010534,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010124,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010538,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121000700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121007900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010308,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010539,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010536,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010314,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010311,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010312,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121008903,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121004100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010306,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011430,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010535,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010531,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001501,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010214,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121000602,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010801,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009201,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121000601,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009203,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010134,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001203,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009803,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011434,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121006900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010212,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011421,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001301,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011646,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001002,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011431,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010106,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010121,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009503,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121011631,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001204,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011422,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010006,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010217,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001205,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009202,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121002900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011639,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009104,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121003200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009106,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011435,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010216,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010126,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010133,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010130,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121005000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121008907,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121009601,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010220,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009410,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
13121000501,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009804,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011513,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010215,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121003000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011419,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011651,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010127,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011658,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011508,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011442,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
13121011624,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
13121000100,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
13121009105,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011429,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010003,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121008906,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011511,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011638,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121011514,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121010005,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121005200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011512,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011515,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010007,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011637,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010223,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001702,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121001101,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121011612,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
13121008909,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001302,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010115,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011641,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009301,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011633,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009802,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011440,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121008802,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121009700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121010211,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121001206,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
13121011443,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271801,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510200500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510130100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510090900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271001,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510100100,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510250205,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510080600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510080400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510160700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510080301,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510250203,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510140300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260604,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510160500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510160400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271802,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510272006,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510200701,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510190100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510070200,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510150200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510250402,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510070400,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510200100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510170200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510090700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510150300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510160200,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510130805,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510271002,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510090100,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510150701,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510090600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510280402,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260302,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260303,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510120400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510150900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510060100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510070100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510070300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270805,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510180300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510190200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510120500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270903,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510280403,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510160801,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510270901,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510150702,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510280401,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270802,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270702,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510080101,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510280200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510130200,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510270301,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510210100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510040200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270402,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270703,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510250303,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260404,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260800,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510120202,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510140100,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510260700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510040100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510272004,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260501,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510110200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510060200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510272005,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271503,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510120700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510130804,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510010500,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510020100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510060300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510230100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510270101,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510130600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510130806,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510220100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271501,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510030200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510120201,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510120100,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
24510010100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510260900,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510271102,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
24510271400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510010300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510010200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510240400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510240200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510010400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
24510271200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031671100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031430500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031838000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031839200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031711100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031251400,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031252202,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031670800,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031491000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031260200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031611600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031834800,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031380100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031680500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031420500,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031430700,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031430900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031829000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031260900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031612100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031381200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031260300,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031730700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031681400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031827902,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031231100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031828202,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031844600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031821401,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031252102,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031825504,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031351500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031828900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031560200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031460302,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031830100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031827804,"HTTPConnectionPool(host='overpass-api.de', port=80): Read timed out. (read timeout=10)"
17031010201,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031817000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031836000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031700100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031830005,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031835000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031830008,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031300900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031660400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031630900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031310500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031770500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031814900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031140602,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031814000,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031191100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031826800,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031835100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031813302,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031620100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031140200,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031803611,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031811301,504 Server Error: Gateway Timeout for url: http://overpass-api.de/api/interpreter
17031550200,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031820700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031520500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031811401,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031140601,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031814500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031831700,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031824400,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031760803,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031808100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031810701,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031816100,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031829600,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031220702,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031824124,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031823001,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031808302,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031809500,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031824115,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
17031815900,429 Client Error: Too Many Requests for url: http://overpass-api.de/api/interpreter
